"Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season"
"Bobby Simmons","SF",21,"WAS",30,3,11.4,1.4,3.2,0.453,0.1,0.5,0.286,1.3,2.7,0.481,0.474,0.7,1,0.733,0.8,0.9,1.7,0.6,0.4,0.2,0.5,1,3.7,"2001-2002"
"Dickey Simpkins","PF",29,"ATL",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2001-2002"
"Brian Skinner","PF",25,"CLE",65,8,17,1.4,2.5,0.543,0,0,0,1.4,2.5,0.543,0.543,0.7,1.2,0.608,1.4,2.9,4.3,0.3,0.4,0.9,0.6,2,3.4,"2001-2002"
"Reggie Slater","PF",31,"TOT",8,0,5.9,0.9,1.9,0.467,0,0,0,0.9,1.9,0.467,0.467,0.9,1.3,0.7,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.4,2.6,"2001-2002"
"Reggie Slater","PF",31,"NJN",4,0,2.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0.3,0.3,1,0,0.5,0.5,0,0,0,0.3,0.3,1.3,"2001-2002"
"Reggie Slater","PF",31,"ATL",4,0,9.3,1.3,3.3,0.385,0,0,0,1.3,3.3,0.385,0.385,1.5,2.3,0.667,1.3,0.5,1.8,0.3,0.3,0.3,0,0.5,4,"2001-2002"
"Charles Smith","SG",26,"SAS",60,22,19,3,7.1,0.425,0.6,2.2,0.267,2.5,5,0.495,0.466,0.7,1.1,0.646,0.6,1.7,2.2,1.3,0.9,0.7,1,1.9,7.4,"2001-2002"
"Jabari Smith","C",24,"TOT",23,0,7.9,1.1,2.7,0.413,0,0.1,0,1.1,2.6,0.433,0.413,0.9,1.4,0.656,0.3,0.9,1.2,0.5,0.3,0.3,0.2,1.3,3.2,"2001-2002"
"Jabari Smith","C",24,"SAC",12,0,5.9,0.5,1.8,0.286,0,0.1,0,0.5,1.7,0.3,0.286,0.5,1,0.5,0.2,1,1.2,0.5,0.2,0.3,0.2,1,1.5,"2001-2002"
"Jabari Smith","C",24,"PHI",11,0,10,1.8,3.8,0.476,0,0.2,0,1.8,3.6,0.5,0.476,1.4,1.8,0.75,0.5,0.7,1.3,0.5,0.4,0.2,0.3,1.7,5,"2001-2002"
"Joe Smith","C",26,"MIN",72,63,26.7,4.1,8.1,0.511,0,0,0.667,4.1,8,0.51,0.513,2.4,2.9,0.83,2.1,4.2,6.3,1.1,0.5,0.8,1.2,3.5,10.7,"2001-2002"
"Leon Smith","C",21,"ATL",14,0,7.1,0.7,1.9,0.385,0,0,0,0.7,1.9,0.385,0.385,0.8,1.2,0.647,0.7,1.5,2.2,0.2,0.4,0.1,0.2,0.9,2.2,"2001-2002"
"Steve Smith","SG",32,"SAS",77,76,28.7,4,8.9,0.455,1.5,3.2,0.472,2.5,5.7,0.445,0.54,2.1,2.4,0.878,0.6,1.9,2.5,2,0.7,0.2,1.4,2.1,11.6,"2001-2002"
"Eric Snow","PG",28,"PHI",61,61,36.5,4.5,10.2,0.442,0,0.4,0.111,4.5,9.8,0.457,0.445,3,3.7,0.806,0.5,3,3.5,6.6,1.6,0.1,2.3,2.7,12.1,"2001-2002"
"Will Solomon","SG",23,"MEM",62,4,14.1,1.8,5.3,0.341,0.7,2.6,0.284,1.1,2.7,0.396,0.411,0.8,1.2,0.671,0.2,0.9,1.1,1.5,0.6,0.1,1,1.2,5.2,"2001-2002"
"Felton Spencer","C",34,"NYK",32,8,7.8,0.2,0.8,0.231,0,0,0,0.2,0.8,0.231,0.231,0.5,1,0.515,0.5,1.1,1.6,0.1,0.2,0.3,0.4,2.3,0.9,"2001-2002"
"Latrell Sprewell","SF",31,"NYK",81,81,41.1,7.1,17.5,0.404,1.8,5,0.36,5.3,12.5,0.421,0.455,3.5,4.3,0.821,0.7,3,3.7,3.9,1.2,0.2,2.8,2,19.4,"2001-2002"
"Jerry Stackhouse","SF",27,"DET",76,76,35.3,6.9,17.4,0.397,1.1,3.9,0.287,5.8,13.4,0.43,0.43,6.5,7.6,0.858,1,3.1,4.1,5.3,1,0.5,3.5,2.1,21.4,"2001-2002"
"John Starks","SG",36,"UTA",66,1,14.1,1.7,4.7,0.368,0.4,1.4,0.305,1.3,3.3,0.395,0.415,0.5,0.6,0.805,0.2,0.8,1,1.1,0.5,0,0.8,1.9,4.4,"2001-2002"
"Vladimir Stepania","C",25,"MIA",67,4,13.2,1.7,3.7,0.47,0,0,0.5,1.7,3.7,0.47,0.472,0.7,1.6,0.481,1.5,2.5,4,0.2,0.4,0.7,0.8,1.5,4.3,"2001-2002"
"DeShawn Stevenson","SG",20,"UTA",67,23,16.9,2.1,5.5,0.385,0,0.4,0.08,2.1,5.2,0.408,0.388,0.6,0.8,0.698,0.7,1.3,2,1.7,0.4,0.4,1,1.2,4.9,"2001-2002"
"Michael Stewart","C",26,"TOR",11,0,8.5,0.7,2.1,0.348,0,0,0,0.7,2.1,0.348,0.348,0.5,1,0.545,1.1,1.2,2.3,0.3,0.4,0.3,0.4,2,2,"2001-2002"
"Bryant Stith","SG",31,"CLE",50,5,13.3,1.4,3.8,0.372,0.5,1.4,0.353,0.9,2.4,0.383,0.436,0.9,1,0.846,0.4,1.3,1.7,0.8,0.6,0.1,0.6,0.8,4.2,"2001-2002"
"John Stockton*","PG",39,"UTA",82,82,31.3,4.9,9.5,0.517,0.3,1,0.321,4.6,8.5,0.539,0.534,3.4,3.9,0.857,0.7,2.5,3.2,8.2,1.9,0.3,2.5,2.5,13.4,"2001-2002"
"Peja Stojakovic","SF",24,"SAC",71,71,37.3,7.7,15.9,0.484,1.8,4.4,0.416,5.9,11.5,0.51,0.541,4,4.5,0.876,1,4.2,5.3,2.5,1.1,0.2,2,1.7,21.2,"2001-2002"
"Damon Stoudamire","PG",28,"POR",75,71,37.3,4.9,12.2,0.402,1.4,3.9,0.353,3.5,8.3,0.425,0.459,2.3,2.6,0.888,1,2.9,3.9,6.5,0.9,0.1,2,2,13.5,"2001-2002"
"Erick Strickland","PG",28,"BOS",79,4,20.8,2.4,6.2,0.389,1.2,3.1,0.385,1.2,3.1,0.394,0.487,1.7,2,0.845,0.3,2.4,2.7,2.3,0.7,0,1.2,1.8,7.7,"2001-2002"
"Mark Strickland","SF",31,"ATL",46,10,14.2,2,4.4,0.446,0,0.1,0.25,2,4.3,0.45,0.449,0.5,1,0.568,0.9,2,2.8,0.4,0.4,0.4,0.6,1,4.5,"2001-2002"
"Rod Strickland","PG",35,"MIA",76,64,30.2,4.2,9.4,0.443,0.1,0.3,0.308,4.1,9.1,0.448,0.448,2,2.6,0.766,0.6,2.4,3.1,6.1,1.1,0.1,2.1,1.5,10.4,"2001-2002"
"Bruno Sundov","C",21,"IND",22,0,4,0.7,1.8,0.4,0,0,0,0.7,1.8,0.41,0.4,0,0.1,0,0.3,0.6,1,0.1,0.1,0.1,0.2,0.7,1.5,"2001-2002"
"Bob Sura","PG",28,"GSW",78,5,22.8,3.2,7.6,0.424,0.5,1.7,0.316,2.7,5.9,0.455,0.459,3,4.2,0.72,1.1,2.1,3.3,3.5,1.1,0.2,1.7,2.1,10,"2001-2002"
"Stromile Swift","PF",22,"MEM",68,14,26.5,4.3,9,0.48,0,0,0,4.3,8.9,0.482,0.48,3.2,4.5,0.711,2.4,4,6.3,0.7,0.8,1.7,1.8,2.6,11.8,"2001-2002"
"Wally Szczerbiak","SF",24,"MIN",82,82,38,7.4,14.6,0.508,1.1,2.3,0.455,6.4,12.3,0.517,0.544,2.8,3.3,0.831,1.5,3.3,4.8,3.1,0.8,0.3,2.2,2.3,18.7,"2001-2002"
"Jason Terry","SG",24,"ATL",78,78,38,6.7,15.6,0.43,2.2,5.7,0.387,4.5,9.9,0.454,0.5,3.6,4.4,0.835,0.5,2.9,3.5,5.7,1.8,0.2,2.3,2,19.3,"2001-2002"
"Etan Thomas","C",23,"WAS",47,0,13.1,1.7,3.2,0.536,0,0,0,1.7,3.2,0.536,0.536,0.9,1.6,0.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3,"2001-2002"
"Kenny Thomas","PF",24,"HOU",72,71,34.5,5.5,11.5,0.478,0,0.2,0,5.5,11.3,0.487,0.478,3.1,4.7,0.664,2.2,5,7.2,1.9,1.2,0.9,2,2.7,14.1,"2001-2002"
"Kurt Thomas","C",29,"NYK",82,82,33.8,5.6,11.4,0.494,0,0.1,0.167,5.6,11.4,0.496,0.494,2.6,3.2,0.815,2.6,6.5,9.1,1.1,0.9,1,1.9,4.2,13.9,"2001-2002"
"Tim Thomas","SF",24,"MIL",74,22,26.9,4.3,10.2,0.42,1.3,3.9,0.326,3,6.2,0.478,0.483,1.9,2.4,0.793,0.9,3.2,4.1,1.4,0.9,0.4,1.7,2.7,11.7,"2001-2002"
"Jamaal Tinsley","PG",23,"IND",80,78,30.5,3.6,9.5,0.38,0.5,2.2,0.24,3.1,7.3,0.422,0.408,1.6,2.3,0.704,1,2.8,3.7,8.1,1.7,0.5,3.4,3.1,9.4,"2001-2002"
"Oscar Torres","SG",25,"HOU",65,13,16.5,2.1,5.2,0.396,0.6,1.9,0.294,1.5,3.3,0.456,0.45,1.3,1.6,0.781,0.7,1.2,1.9,0.6,0.4,0.1,0.8,1,6,"2001-2002"
"Robert Traylor","PF",24,"CHH",61,1,11.1,1.4,3.3,0.426,0,0,1,1.4,3.3,0.424,0.429,0.9,1.4,0.631,1.1,2,3.1,0.6,0.4,0.6,0.7,2.1,3.7,"2001-2002"
